"","qweek","gender","age","region","household_size","household_children","employment_status","WCRex1"
"10976","week 11","Female",37,"West Java","4","2","Retired","Somewhat well"
"10977","week 11","Female",22,"Riau","4","1","Full time student","Somewhat badly"
"10978","week 11","Male",22,"East Java","5","0","Unemployed","Very well"
"10979","week 11","Female",23,"North Sumatra","6","1","Part time employment","Don't know"
"10980","week 11","Male",24,"West Java","4","0","Full time employment","Somewhat well"
"10981","week 11","Male",23,"East Java","5","1","Full time student","Somewhat badly"
"10982","week 11","Male",24,"North Sumatra","5","2","Full time student","Don't know"
"10983","week 11","Male",38,"West Java","5","3","Full time employment","Don't know"
"10984","week 11","Male",21,"Bali","5","1","Full time student","Somewhat badly"
"10985","week 11","Female",21,"West Java","5","0","Full time student","Somewhat badly"
"10986","week 11","Female",26,"Central Java","5","1","Full time employment","Don't know"
"10987","week 11","Female",21,"Central Java","7","3","Full time student","Somewhat well"
"10988","week 11","Female",24,"West Java","4","1","Full time employment","Don't know"
"10989","week 11","Female",31,"Lampung","3","0","Full time employment","Somewhat badly"
"10990","week 11","Male",19,"West Java","6","2","Full time student","Don't know"
"10991","week 11","Female",26,"Jakarta (Special Capital Region)","4","0","Unemployed","Somewhat badly"
"10992","week 11","Male",21,"Riau","5","2","Full time student","Somewhat badly"
"10993","week 11","Male",21,"Central Java","4","3","Full time student","Somewhat well"
"10994","week 11","Male",20,"Jakarta (Special Capital Region)","4","0","Full time student","Don't know"
"10995","week 11","Female",19,"East Java","3","0","Full time student","Don't know"
"10996","week 11","Female",22,"East Java","4","1","Unemployed","Don't know"
"10997","week 11","Female",30,"East Java","3","0","Full time employment","Very badly"
"10998","week 11","Male",26,"Jakarta (Special Capital Region)","4","2","Full time employment","Somewhat well"
"10999","week 11","Male",33,"West Java","6","4","Full time employment","Don't know"
"11000","week 11","Male",23,"West Sumatra","Prefer not to say","2","Unemployed","Don't know"
"11001","week 11","Male",25,"East Java","6","2","Full time employment","Somewhat well"
"11002","week 11","Male",39,"East Java","5","3","Full time employment","Don't know"
"11003","week 11","Male",21,"West Java","2","0","Full time student","Somewhat well"
"11004","week 11","Male",23,"Central Java","7","2","Full time employment","Very well"
"11005","week 11","Female",23,"Jakarta (Special Capital Region)","4","0","Other","Somewhat well"
"11006","week 11","Male",31,"Jakarta (Special Capital Region)","5","1","Full time employment","Very well"
"11007","week 11","Female",30,"North Sumatra","4","2","Other","Somewhat well"
"11008","week 11","Male",34,"Jakarta (Special Capital Region)","Prefer not to say","1","Part time employment","Don't know"
"11009","week 11","Male",25,"Central Java","3","0","Not working","Don't know"
"11010","week 11","Male",36,"West Java","3","1","Part time employment","Somewhat well"
"11011","week 11","Female",22,"East Java","5","0","Full time student","Somewhat well"
"11012","week 11","Female",21,"East Java","3","1","Full time employment","Somewhat badly"
"11013","week 11","Male",25,"East Java","Don't know","2","Part time employment","Very well"
"11014","week 11","Male",53,"West Sumatra","4","0","Full time employment","Somewhat well"
"11015","week 11","Female",47,"Jakarta (Special Capital Region)","5","2","Part time employment","Somewhat well"
"11016","week 11","Female",20,"North Sulawesi","5","1","Full time student","Somewhat well"
"11017","week 11","Male",23,"East Java","4","1","Full time employment","Don't know"
"11018","week 11","Male",24,"Central Java","4","0","Full time employment","Somewhat badly"
"11019","week 11","Male",36,"North Sumatra","4","2","Full time employment","Somewhat well"
"11020","week 11","Male",22,"Jakarta (Special Capital Region)","5","1","Full time student","Don't know"
"11021","week 11","Male",32,"East Java","3","1","Full time employment","Somewhat badly"
"11022","week 11","Male",29,"East Java","3","1","Full time employment","Somewhat well"
"11023","week 11","Female",19,"Aceh (Special Region)","5","0","Full time student","Somewhat badly"
"11024","week 11","Female",30,"East Java","5","3","Full time employment","Somewhat badly"
"11025","week 11","Male",52,"West Java","3","1","Part time employment","Somewhat badly"
"11026","week 11","Male",19,"Jakarta (Special Capital Region)","5","1","Not working","Don't know"
"11027","week 11","Male",46,"Banten","6","1","Part time employment","Somewhat badly"
"11028","week 11","Male",30,"Yogyakarta (Special Region)","5","1","Part time employment","Somewhat badly"
"11029","week 11","Male",29,"Riau","2","0","Full time employment","Somewhat well"
"11030","week 11","Male",24,"Jakarta (Special Capital Region)","5","3","Part time employment","Somewhat well"
"11031","week 11","Male",34,"Lampung","4","2","Other","Somewhat well"
"11032","week 11","Male",23,"Aceh (Special Region)","5","3","Other","Don't know"
"11033","week 11","Female",28,"Central Kalimantan","2","0","Full time employment","Somewhat badly"
"11034","week 11","Male",31,"Banten","5","1","Full time employment","Very badly"
"11035","week 11","Male",41,"West Java","5","3","Full time employment","Very well"
"11036","week 11","Male",34,"Bali","Prefer not to say","Prefer not to say","Part time employment","Very well"
"11037","week 11","Male",24,"Gorontalo","3","2","Not working","Very well"
"11038","week 11","Male",27,"East Java","5","1","Unemployed","Very well"
"11039","week 11","Female",22,"North Sumatra","5","1","Full time student","Don't know"
"11040","week 11","Male",25,"South Sumatra","3","1","Full time employment","Somewhat well"
"11041","week 11","Female",24,"West Kalimantan","5","1","Full time employment","Somewhat well"
"11042","week 11","Female",21,"Central Java","6","1","Full time student","Very badly"
"11043","week 11","Female",18,"Jakarta (Special Capital Region)","7","1","Part time employment","Don't know"
"11044","week 11","Male",48,"West Java","3","1","Part time employment","Very well"
"11045","week 11","Male",25,"Jakarta (Special Capital Region)","3","0","Full time employment","Don't know"
"11046","week 11","Female",19,"East Kalimantan","3","1","Other","Very well"
"11047","week 11","Female",21,"West Java","4","0","Full time student","Somewhat well"
"11048","week 11","Male",48,"West Java","5","3","Not working","Don't know"
"11049","week 11","Male",33,"East Java","3","1","Part time employment","Don't know"
"11050","week 11","Male",63,"Jakarta (Special Capital Region)","4","0","Retired","Don't know"
"11051","week 11","Male",19,"West Java","7","2","Full time student","Somewhat well"
"11052","week 11","Male",25,"Yogyakarta (Special Region)","2","0","Part time employment","Somewhat well"
"11053","week 11","Female",24,"West Java","4","0","Unemployed","Very well"
"11054","week 11","Male",47,"Central Java","4","2","Part time employment","Somewhat badly"
"11055","week 11","Female",24,"Aceh (Special Region)","6","2","Part time employment","Don't know"
"11056","week 11","Female",21,"Jakarta (Special Capital Region)","7","1","Not working","Don't know"
"11057","week 11","Female",28,"Jakarta (Special Capital Region)","4","1","Full time employment","Don't know"
"11058","week 11","Female",21,"Jakarta (Special Capital Region)","6","1","Full time student","Don't know"
"11059","week 11","Male",25,"Bali","4","0","Full time employment","Very badly"
"11060","week 11","Male",24,"Bali","7","2","Full time employment","Don't know"
"11061","week 11","Male",19,"Riau","Prefer not to say","Don't know","Other","Don't know"
"11062","week 11","Male",24,"East Java","5","1","Full time employment","Somewhat badly"
"11063","week 11","Male",19,"West Java","4","0","Not working","Don't know"
"11064","week 11","Male",23,"West Java","6","1","Full time employment","Somewhat well"
"11065","week 11","Female",25,"Jakarta (Special Capital Region)","4","0","Full time employment","Somewhat well"
"11066","week 11","Male",24,"East Java","5","1","Part time employment","Somewhat badly"
"11067","week 11","Male",49,"Jakarta (Special Capital Region)","6","2","Part time employment","Don't know"
"11068","week 11","Female",22,"Banten","4","Prefer not to say","Full time student","Don't know"
"11069","week 11","Female",49,"West Java","3","0","Full time employment","Don't know"
"11070","week 11","Female",34,"North Kalimantan","3","0","Other","Very well"
"11071","week 11","Female",21,"Central Java","4","1","Full time student","Somewhat badly"
"11072","week 11","Female",22,"East Java","4","1","Part time employment","Somewhat badly"
"11073","week 11","Male",28,"Jakarta (Special Capital Region)","7","2","Full time employment","Somewhat well"
"11074","week 11","Male",18,"West Java","Don't know","1","Unemployed","Somewhat badly"
"11075","week 11","Female",23,"Yogyakarta (Special Region)","5","1","Full time employment","Somewhat well"
"11076","week 11","Female",23,"Yogyakarta (Special Region)","1","0","Full time employment","Don't know"
"11077","week 11","Male",43,"Central Java","5","Prefer not to say","Full time employment","Don't know"
"11078","week 11","Male",20,"West Java","5","2","Full time student","Don't know"
"11079","week 11","Male",20,"East Java","6","0","Full time student","Somewhat well"
"11080","week 11","Female",27,"West Nusa Tenggara","3","1","Other","Very well"
"11081","week 11","Female",19,"Banten","6","2","Full time student","Somewhat well"
"11082","week 11","Male",22,"East Java","4","1","Full time student","Somewhat well"
"11083","week 11","Male",21,"Jakarta (Special Capital Region)","4","2","Full time employment","Very well"
"11084","week 11","Female",23,"South Sulawesi","Prefer not to say","0","Full time student","Don't know"
"11085","week 11","Male",29,"West Java","5","0","Full time employment","Very well"
"11086","week 11","Female",47,"Maluku","8 or more","3","Full time employment","Somewhat badly"
"11087","week 11","Male",29,"North Sumatra","1","0","Other","Somewhat badly"
"11088","week 11","Female",23,"South Sulawesi","5","1","Full time employment","Somewhat badly"
"11089","week 11","Female",21,"West Java","5","1","Unemployed","Somewhat badly"
"11090","week 11","Male",48,"Jakarta (Special Capital Region)","5","1","Full time employment","Somewhat well"
"11091","week 11","Female",23,"West Java","4","0","Part time employment","Somewhat badly"
"11092","week 11","Female",39,"West Java","3","0","Full time employment","Somewhat well"
"11093","week 11","Male",19,"Yogyakarta (Special Region)","3","0","Full time student","Somewhat well"
"11094","week 11","Male",29,"Central Java","6","2","Full time employment","Don't know"
"11095","week 11","Male",29,"Yogyakarta (Special Region)","6","1","Full time employment","Somewhat badly"
"11096","week 11","Male",33,"South Sulawesi","5","1","Part time employment","Don't know"
"11097","week 11","Female",28,"West Java","3","0","Other","Don't know"
"11098","week 11","Female",20,"East Java","5","1","Full time student","Somewhat well"
"11099","week 11","Male",25,"East Java","2","0","Unemployed","Very well"
"11100","week 11","Female",18,"East Java","5","3","Full time student","Don't know"
"11101","week 11","Male",24,"East Java","4","0","Unemployed","Don't know"
"11102","week 11","Female",20,"West Java","8 or more","3","Full time employment","Somewhat well"
"11103","week 11","Female",22,"West Java","5","2","Full time student","Don't know"
"11104","week 11","Female",31,"Jakarta (Special Capital Region)","3","3","Full time employment","Very well"
"11105","week 11","Male",18,"Lampung","4","0","Full time student","Don't know"
"11106","week 11","Female",30,"Yogyakarta (Special Region)","4","1","Full time employment","Very well"
"11107","week 11","Male",19,"Yogyakarta (Special Region)","5","5 or more","Full time employment","Somewhat well"
"11108","week 11","Male",37,"East Java","4","2","Part time employment","Don't know"
"11109","week 11","Male",64,"West Java","4","0","Part time employment","Very well"
"11110","week 11","Female",23,"West Nusa Tenggara","4","1","Full time employment","Somewhat badly"
"11111","week 11","Female",21,"Yogyakarta (Special Region)","6","0","Full time student","Somewhat badly"
"11112","week 11","Female",22,"Jakarta (Special Capital Region)","3","0","Full time student","Don't know"
"11113","week 11","Male",36,"West Java","3","0","Part time employment","Somewhat badly"
"11114","week 11","Male",33,"North Sumatra","6","2","Full time employment","Somewhat badly"
"11115","week 11","Female",24,"Banten","4","0","Full time employment","Very well"
"11116","week 11","Female",22,"West Java","4","1","Full time student","Somewhat well"
"11117","week 11","Male",23,"West Papua","4","0","Full time employment","Very well"
"11118","week 11","Male",24,"Central Java","3","0","Unemployed","Somewhat well"
"11119","week 11","Female",19,"Banten","5","1","Full time student","Very well"
"11120","week 11","Male",44,"West Java","3","0","Full time employment","Very badly"
"11121","week 11","Male",34,"Jakarta (Special Capital Region)","4","1","Full time employment","Don't know"
"11122","week 11","Male",36,"West Java","4","2","Full time employment","Somewhat well"
"11123","week 11","Male",29,"West Java","Prefer not to say","Prefer not to say","Full time employment","Somewhat badly"
"11124","week 11","Female",32,"Riau","6","1","Full time employment","Somewhat badly"
"11125","week 11","Female",19,"East Java","5","1","Full time student","Somewhat well"
"11126","week 11","Female",23,"Central Java","4","0","Full time student","Somewhat badly"
"11127","week 11","Male",33,"South Sulawesi","3","1","Part time employment","Somewhat well"
"11128","week 11","Male",39,"East Java","4","2","Full time employment","Don't know"
"11129","week 11","Male",42,"South Sumatra","1","0","Full time employment","Don't know"
"11130","week 11","Female",30,"Jakarta (Special Capital Region)","4","1","Part time employment","Somewhat badly"
"11131","week 11","Male",35,"East Kalimantan","2","2","Full time employment","Don't know"
"11132","week 11","Male",30,"Jakarta (Special Capital Region)","5","2","Full time employment","Somewhat well"
"11133","week 11","Female",21,"Banten","1","0","Full time student","Don't know"
"11134","week 11","Female",21,"Jakarta (Special Capital Region)","7","3","Full time employment","Somewhat well"
"11135","week 11","Male",59,"East Java","3","0","Full time employment","Somewhat badly"
"11136","week 12","Male",19,"Lampung","4","1","Full time student","Don't know"
"11137","week 12","Male",21,"South Sulawesi","4","0","Full time student","Somewhat well"
"11138","week 12","Male",49,"East Java","5","1","Part time employment","Don't know"
"11139","week 12","Female",22,"Riau","5","1","Full time employment","Somewhat well"
"11140","week 12","Female",31,"Riau","8 or more","5 or more","Part time employment","Somewhat well"
"11141","week 12","Male",21,"West Java","4","1","Full time student","Very well"
"11142","week 12","Male",30,"East Java","3","2","Part time employment","Somewhat well"
"11143","week 12","Female",21,"East Java","3","0","Full time employment","Somewhat badly"
"11144","week 12","Female",20,"West Java","4","0","Full time student","Don't know"
"11145","week 12","Female",24,"West Java","5","0","Full time student","Very well"
"11146","week 12","Male",31,"Central Java","3","0","Full time employment","Somewhat well"
"11147","week 12","Male",40,"Jakarta (Special Capital Region)","3","1","Full time employment","Somewhat badly"
"11148","week 12","Female",34,"Jakarta (Special Capital Region)","5","3","Full time employment","Somewhat badly"
"11149","week 12","Male",25,"East Java","4","0","Part time employment","Very badly"
"11150","week 12","Male",50,"West Java","4","0","Full time employment","Somewhat well"
"11151","week 12","Male",25,"East Java","5","0","Full time employment","Don't know"
"11152","week 12","Female",22,"Jakarta (Special Capital Region)","Don't know","0","Full time student","Somewhat badly"
"11153","week 12","Male",20,"East Java","5","3","Full time student","Don't know"
"11154","week 12","Male",20,"South Sulawesi","4","0","Full time student","Don't know"
"11155","week 12","Female",23,"West Java","3","0","Full time student","Somewhat well"
"11156","week 12","Male",22,"West Java","5","2","Unemployed","Don't know"
"11157","week 12","Male",22,"Jambi","5","1","Full time student","Don't know"
"11158","week 12","Female",21,"Jakarta (Special Capital Region)","5","1","Full time employment","Don't know"
"11159","week 12","Female",23,"Jakarta (Special Capital Region)","3","1","Full time employment","Somewhat well"
"11160","week 12","Male",20,"West Java","Prefer not to say","1","Full time employment","Somewhat well"
"11161","week 12","Female",19,"Banten","4","Prefer not to say","Full time student","Don't know"
"11162","week 12","Male",23,"Banten","4","0","Part time employment","Very badly"
"11163","week 12","Female",26,"Jakarta (Special Capital Region)","4","0","Part time employment","Somewhat badly"
"11164","week 12","Male",25,"South Sumatra","6","2","Unemployed","Don't know"
"11165","week 12","Male",33,"Banten","2","0","Full time employment","Don't know"
"11166","week 12","Male",47,"East Java","3","1","Full time employment","Don't know"
"11167","week 12","Male",23,"South Sumatra","3","0","Part time employment","Very well"
"11168","week 12","Male",47,"West Kalimantan","6","2","Part time employment","Very well"
"11169","week 12","Female",45,"West Java","4","1","Not working","Somewhat badly"
"11170","week 12","Male",46,"South Sulawesi","1","1","Full time employment","Very well"
"11171","week 12","Male",38,"East Java","4","0","Part time employment","Somewhat well"
"11172","week 12","Female",35,"West Java","4","2","Not working","Don't know"
"11173","week 12","Male",61,"North Sumatra","5","0","Part time employment","Somewhat badly"
"11174","week 12","Male",35,"East Java","2","0","Full time employment","Somewhat well"
"11175","week 12","Male",41,"Bali","1","0","Part time employment","Very well"
"11176","week 12","Female",37,"Central Java","3","1","Full time employment","Somewhat badly"
"11177","week 12","Male",30,"West Kalimantan","4","2","Full time employment","Don't know"
"11178","week 12","Female",34,"Central Java","3","3","Full time employment","Somewhat badly"
"11179","week 12","Male",26,"Central Java","Prefer not to say","Prefer not to say","Part time employment","Somewhat badly"
"11180","week 12","Female",25,"West Java","3","0","Not working","Don't know"
"11181","week 12","Male",31,"Bali","4","2","Unemployed","Somewhat badly"
"11182","week 12","Female",45,"West Java","4","2","Not working","Somewhat well"
"11183","week 12","Male",37,"East Java","5","0","Unemployed","Don't know"
"11184","week 12","Male",18,"East Java","4","2","Part time employment","Somewhat badly"
"11185","week 12","Male",30,"Central Java","3","1","Full time employment","Somewhat badly"
"11186","week 12","Female",21,"East Java","4","1","Full time employment","Very well"
"11187","week 12","Male",22,"Maluku","4","0","Full time student","Somewhat well"
"11188","week 12","Male",21,"West Java","4","1","Full time student","Somewhat badly"
"11189","week 12","Male",35,"West Java","5","3","Full time employment","Somewhat well"
"11190","week 12","Female",21,"Jakarta (Special Capital Region)","4","0","Full time student","Somewhat well"
"11191","week 12","Male",24,"East Java","5","2","Full time employment","Somewhat well"
"11192","week 12","Male",34,"West Java","3","1","Full time employment","Somewhat badly"
"11193","week 12","Female",20,"South Kalimantan","4","1","Part time employment","Somewhat well"
"11194","week 12","Female",27,"Jakarta (Special Capital Region)","5","0","Part time employment","Don't know"
"11195","week 12","Female",26,"West Java","4","1","Full time employment","Somewhat well"
"11196","week 12","Female",27,"West Java","5","0","Part time employment","Very badly"
"11197","week 12","Female",28,"Banten","4","2","Part time employment","Don't know"
"11198","week 12","Male",29,"West Java","4","0","Full time employment","Don't know"
"11199","week 12","Female",40,"Riau","4","0","Full time employment","Somewhat well"
"11200","week 12","Female",55,"Jakarta (Special Capital Region)","4","1","Full time employment","Somewhat badly"
"11201","week 12","Female",28,"East Java","4","2","Part time employment","Don't know"
"11202","week 12","Female",27,"Central Java","4","0","Not working","Don't know"
"11203","week 12","Female",31,"West Java","3","1","Not working","Don't know"
"11204","week 12","Male",22,"East Java","4","0","Full time student","Don't know"
"11205","week 12","Female",26,"East Java","5","0","Full time student","Very well"
"11206","week 12","Male",24,"West Java","7","1","Full time employment","Somewhat well"
"11207","week 12","Male",18,"East Java","5","1","Full time student","Somewhat well"
"11208","week 12","Female",35,"North Sumatra","6","2","Full time employment","Don't know"
"11209","week 12","Female",24,"Jambi","3","0","Full time employment","Somewhat well"
"11210","week 12","Male",28,"West Java","2","0","Full time employment","Somewhat badly"
"11211","week 12","Female",28,"Jakarta (Special Capital Region)","3","1","Full time employment","Somewhat badly"
"11212","week 12","Female",25,"West Java","2","0","Full time employment","Very well"
"11213","week 12","Female",29,"East Java","3","0","Part time employment","Somewhat badly"
"11214","week 12","Male",37,"Jakarta (Special Capital Region)","Prefer not to say","1","Full time employment","Very well"
"11215","week 12","Female",38,"Jakarta (Special Capital Region)","5","3","Not working","Somewhat well"
"11216","week 12","Female",27,"West Java","2","0","Other","Don't know"
"11217","week 12","Male",30,"Central Java","3","1","Part time employment","Don't know"
"11218","week 12","Male",43,"West Java","5","2","Unemployed","Don't know"
"11219","week 12","Male",52,"Jakarta (Special Capital Region)","5","2","Full time employment","Somewhat badly"
"11220","week 12","Male",42,"West Java","5","2","Full time employment","Very well"
"11221","week 12","Female",27,"East Java","5","0","Full time employment","Somewhat badly"
"11222","week 12","Male",18,"North Sumatra","3","2","Unemployed","Somewhat well"
"11223","week 12","Male",23,"Lampung","5","1","Not working","Very well"
"11224","week 12","Male",20,"East Java","4","0","Part time employment","Very well"
"11225","week 12","Female",23,"Jakarta (Special Capital Region)","3","2","Part time employment","Somewhat well"
"11226","week 12","Male",33,"Jakarta (Special Capital Region)","3","1","Full time employment","Don't know"
"11227","week 12","Female",31,"North Sumatra","5","0","Part time employment","Don't know"
"11228","week 12","Male",22,"Banten","3","0","Full time employment","Somewhat well"
"11229","week 12","Male",36,"West Java","4","3","Part time employment","Very well"
"11230","week 12","Male",32,"West Java","7","1","Part time employment","Very well"
"11231","week 12","Female",19,"Central Java","6","2","Full time employment","Somewhat badly"
"11232","week 12","Male",43,"Banten","3","1","Full time employment","Very well"
"11233","week 12","Female",30,"East Java","3","1","Part time employment","Somewhat well"
"11234","week 12","Female",52,"Central Java","1","0","Unemployed","Don't know"
"11235","week 12","Male",22,"East Kalimantan","4","1","Full time employment","Somewhat well"
"11236","week 12","Female",24,"East Kalimantan","8 or more","1","Not working","Very well"
"11237","week 12","Female",21,"West Java","5","0","Full time employment","Very well"
"11238","week 12","Female",23,"West Java","4","1","Full time student","Somewhat well"
"11239","week 12","Male",21,"West Java","5","1","Full time student","Somewhat well"
"11240","week 12","Male",36,"West Java","2","2","Full time employment","Don't know"
"11241","week 12","Male",46,"Jakarta (Special Capital Region)","8 or more","1","Full time employment","Very well"
"11242","week 12","Male",47,"Banten","5","2","Full time employment","Somewhat badly"
"11243","week 12","Female",23,"West Java","5","1","Full time employment","Very well"
"11244","week 12","Female",44,"Bali","4","1","Full time employment","Very well"
"11245","week 12","Female",24,"Jakarta (Special Capital Region)","3","1","Full time employment","Very well"
"11246","week 12","Male",21,"West Java","4","0","Full time student","Don't know"
"11247","week 12","Female",20,"Banten","Don't know","0","Unemployed","Don't know"
"11248","week 12","Male",40,"West Java","4","2","Full time employment","Don't know"
"11249","week 12","Female",54,"West Java","3","0","Not working","Somewhat well"
"11250","week 12","Female",48,"East Java","4","2","Full time employment","Very well"
"11251","week 12","Male",46,"Jakarta (Special Capital Region)","4","Prefer not to say","Part time employment","Somewhat badly"
"11252","week 12","Male",52,"West Java","5","0","Full time employment","Somewhat badly"
"11253","week 12","Male",20,"Central Java","7","2","Full time student","Don't know"
"11254","week 12","Female",22,"South Sumatra","6","3","Full time employment","Very well"
"11255","week 12","Female",22,"Jakarta (Special Capital Region)","3","0","Unemployed","Don't know"
"11256","week 12","Male",50,"Jakarta (Special Capital Region)","3","1","Full time employment","Very well"
"11257","week 12","Male",19,"West Java","7","3","Unemployed","Somewhat well"
"11258","week 12","Female",24,"East Java","5","0","Full time student","Somewhat badly"
"11259","week 12","Male",22,"Central Java","5","3","Full time employment","Somewhat badly"
"11260","week 12","Male",18,"Riau Islands","3","1","Part time employment","Don't know"
"11261","week 12","Male",45,"Yogyakarta (Special Region)","1","0","Full time employment","Very well"
"11262","week 12","Male",53,"South Kalimantan","1","1","Not working","Don't know"
"11263","week 12","Female",23,"Jakarta (Special Capital Region)","4","0","Full time employment","Very well"
"11264","week 12","Female",19,"East Java","Don't know","0","Not working","Don't know"
"11265","week 12","Male",51,"Central Sulawesi","3","1","Part time employment","Don't know"
"11266","week 12","Male",24,"Riau","3","0","Other","Very badly"
"11267","week 12","Male",47,"East Java","5","1","Full time employment","Very well"
"11268","week 12","Male",24,"East Java","5","0","Full time employment","Somewhat badly"
"11269","week 12","Female",24,"Bangka–Belitung Islands","6","0","Not working","Somewhat badly"
"11270","week 12","Female",21,"Jakarta (Special Capital Region)","5","2","Full time student","Somewhat badly"
"11271","week 12","Female",50,"Jakarta (Special Capital Region)","2","0","Full time employment","Very well"
"11272","week 12","Female",23,"Central Java","5","1","Full time student","Don't know"
"11273","week 12","Male",24,"West Java","5","1","Full time employment","Very well"
"11274","week 12","Female",22,"Jakarta (Special Capital Region)","5","1","Full time employment","Don't know"
"11275","week 12","Male",22,"West Java","6","1","Full time student","Very well"
"11276","week 12","Male",24,"West Java","4","0","Full time employment","Somewhat well"
"11277","week 12","Female",20,"West Java","Prefer not to say","Prefer not to say","Full time student","Don't know"
"11278","week 12","Female",53,"West Java","4","1","Full time employment","Somewhat well"
"11279","week 12","Male",20,"Jakarta (Special Capital Region)","4","1","Part time employment","Very well"
"11280","week 12","Male",47,"Riau","3","3","Full time employment","Don't know"
"11281","week 12","Female",21,"North Sumatra","3","1","Part time employment","Very well"
"11282","week 12","Female",21,"West Java","6","0","Full time student","Somewhat badly"
"11283","week 12","Female",19,"Riau","3","0","Full time student","Don't know"
"11284","week 12","Female",20,"Yogyakarta (Special Region)","5","0","Part time employment","Somewhat badly"
"11285","week 12","Male",20,"Jakarta (Special Capital Region)","5","0","Full time student","Somewhat well"
"11286","week 12","Male",22,"East Java","3","0","Full time student","Very badly"
"11287","week 12","Female",28,"West Java","2","0","Full time employment","Somewhat well"
"11288","week 12","Female",22,"Central Java","4","1","Full time employment","Somewhat well"
"11289","week 12","Male",18,"West Java","6","0","Full time student","Somewhat well"
"11290","week 12","Male",49,"West Java","5","Prefer not to say","Full time employment","Very well"
"11291","week 12","Female",21,"East Java","4","0","Full time student","Very well"
"11292","week 12","Female",20,"West Sumatra","2","0","Full time student","Don't know"
"11293","week 12","Male",46,"West Java","3","0","Part time employment","Don't know"
"11294","week 12","Male",22,"East Java","6","4","Full time student","Somewhat well"
"11295","week 12","Male",52,"Banten","5","1","Full time employment","Somewhat well"
"11296","week 12","Female",24,"East Java","6","2","Full time employment","Very badly"
"11297","week 12","Female",23,"West Java","5","0","Full time student","Somewhat well"
"11298","week 12","Male",20,"East Java","6","1","Part time employment","Very well"
"11299","week 12","Female",24,"West Java","4","0","Full time employment","Somewhat well"
"11300","week 12","Male",24,"Riau Islands","4","1","Full time employment","Somewhat badly"
"11301","week 12","Male",24,"South Sumatra","5","3","Part time employment","Very well"
"11302","week 12","Male",53,"Jakarta (Special Capital Region)","4","2","Full time employment","Don't know"
"11303","week 12","Female",23,"West Java","7","1","Part time employment","Somewhat well"
"11304","week 12","Female",24,"Central Java","4","0","Full time employment","Don't know"
"11305","week 12","Male",55,"South Sumatra","3","0","Full time employment","Somewhat badly"
"11306","week 12","Male",20,"Bali","3","0","Full time student","Somewhat badly"
"11307","week 12","Male",24,"Aceh (Special Region)","4","2","Part time employment","Somewhat well"
"11308","week 12","Male",54,"West Java","3","0","Part time employment","Very well"
"11309","week 12","Male",22,"West Sumatra","3","0","Full time student","Somewhat badly"
"11310","week 12","Female",30,"Central Java","5","1","Full time employment","Very well"
"11311","week 12","Male",18,"West Java","Don't know","0","Full time employment","Very well"
"11312","week 12","Female",22,"Banten","8 or more","1","Full time student","Somewhat badly"
"11313","week 12","Male",60,"Central Java","4","2","Not working","Somewhat well"
"11314","week 12","Female",20,"Riau","7","2","Part time employment","Somewhat well"
"11315","week 12","Male",21,"East Java","5","2","Unemployed","Don't know"
"11316","week 12","Male",23,"Central Java","5","5 or more","Part time employment","Very well"
"11317","week 12","Male",23,"Riau","7","3","Full time student","Somewhat well"
"11318","week 12","Female",22,"East Java","1","0","Full time student","Somewhat well"
"11319","week 12","Female",22,"Jakarta (Special Capital Region)","5","2","Unemployed","Somewhat well"
"11320","week 12","Female",24,"North Sulawesi","4","1","Other","Very well"
"11321","week 12","Male",20,"West Java","4","Prefer not to say","Full time student","Don't know"
"11322","week 12","Male",24,"Riau","7","2","Full time employment","Don't know"
"11323","week 12","Male",23,"West Java","8 or more","1","Full time student","Somewhat badly"
"11324","week 12","Female",20,"Jakarta (Special Capital Region)","5","0","Part time employment","Somewhat badly"
"11325","week 12","Male",23,"West Java","4","0","Full time student","Somewhat well"
"11326"," ","Female",19,"Central Java","2","0","Full time employment","Somewhat badly"
"11327","week 12","Female",19,"Riau Islands","7","2","Unemployed","Somewhat well"
"11328","week 12","Female",20,"Bali","4","2","Full time student","Somewhat badly"
"11329","week 12","Female",23,"Jakarta (Special Capital Region)","2","0","Full time employment","Somewhat badly"
"11330","week 12","Male",41,"West Java","3","1","Part time employment","Very well"
"11331","week 12","Female",47,"West Java","4","2","Full time employment","Somewhat well"
"11332","week 12","Male",24,"East Java","6","0","Part time employment","Somewhat well"
"11333","week 12","Male",51,"West Java","1","0","Full time employment","Don't know"
"11334","week 12","Male",20,"Jakarta (Special Capital Region)","4","0","Full time student","Somewhat badly"
"11335","week 12","Female",23,"West Java","5","1","Full time employment","Somewhat well"
"11336","week 12","Female",20,"Central Java","3","0","Full time student","Somewhat well"
"11337","week 12","Female",22,"West Java","6","3","Full time student","Very well"
"11338","week 12","Female",18,"East Java","4","0","Full time student","Don't know"
"11339","week 12","Female",21,"Jakarta (Special Capital Region)","7","1","Full time student","Very badly"
"11340","week 12","Female",22,"West Java","4","0","Unemployed","Somewhat well"
"11341","week 12","Female",20,"East Java","4","0","Full time student","Somewhat badly"
"11342","week 12","Female",20,"North Sumatra","7","2","Part time employment","Somewhat well"
"11343","week 12","Male",22,"Gorontalo","Prefer not to say","Prefer not to say","Other","Don't know"
"11344","week 12","Female",19,"Central Java","4","0","Full time student","Very well"
